Graduation Date,Program Name/Major,Academic Division/School,Degree Level,Outcome Type,Employing Organization,Position Location - Country,Position Location - State,Name of Institution,Degree to be earned,Program/Field of Study,Job Title
2023,Psychology,College of Arts & Sciences,Bachelor's degree,Employed Part-Time,,United States,Minnesota,,,,Au Pair
2023,Marketing Management,Opus College of Business,Bachelor's degree,Employed part-time,,United States,Indiana,,,,Salesperson
2023,Entrepreneurship,Opus College of Business,Bachelor's degree,Military Service,,United States,Minnesota,,,,
2023,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Military Service,,United States,Minnesota,,,,
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed part-time (less than 30 hours per week),Schaumburg Boomers,United States,Illinois ,,,,Graphic Design and Media Intern
2023,Economics - Business,College of Arts & Sciences,Bachelor's degree,Military,,United States,Wisconsin,,,,
2023,Individualized,College of Arts & Sciences,Bachelor's degree,Military,,United States,Florida,,,,
2023,Mathematics (Applied Track),College of Arts & Sciences,Bachelor's degree,Military,,United States,Delaware,,,,
2023,Mechanical Engineering,School of Engineering,Bachelor's degree,Not Seeking,,,,,,,
2023,Environmental Studies,College of Arts & Sciences,Bachelor's degree,Not Seeking,,,,,,,
2023,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Not Seeking,,,,,,,
2023,Social Work,College of Arts & Sciences,Bachelor's degree,Not Seeking,,,,,,,
2023,Biology,College of Arts & Sciences,Bachelor's degree,Seeking Continuing Education,,,,,,,
2023,Neuroscience,College of Arts & Sciences,Bachelor's degree,Seeking Continuing Education,,,,,,,
2023,Mechanical Engineering,School of Engineering,Bachelor's degree,Seeking Employment,,,,,,,
2023,Chemistry,College of Arts & Sciences,Bachelor's degree,Seeking Employment,,,,,,,
2023,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Seeking Employment,,,,,,,
2023,Entrepreneurship,Opus College of Business,Bachelor's degree,Seeking Employment,,,,,,,
2023,Entrepreneurship,Opus College of Business,Bachelor's degree,Seeking Employment,,,,,,,
2023,Entrepreneurship,Opus College of Business,Bachelor's degree,Seeking Employment,,,,,,,
2023,Marketing Management,Opus College of Business,Bachelor's degree,Seeking Employment,,,,,,,
2023,Marketing Management,Opus College of Business,Bachelor's degree,Seeking Employment,,,,,,,
2023,Philosophy,College of Arts & Sciences,Bachelor's degree,Seeking Employment,,,,,,,
2023,Digital Media Arts,College of Arts & Sciences,Bachelor's degree,Seeking Employment,,,,,,,
2023,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Seeking Employment,,,,,,,
2023,Elementary Education (K-6),School of Education,Bachelor's degree,Seeking Employment,,,,,,,
2023,Marketing Management,Opus College of Business,Bachelor's degree,Seeking Employment,,,,,,,
2023,Strategic Comm: Ad and PR,College of Arts & Sciences,Bachelor's degree,Seeking Employment,,,,,,,
2023,Social Work,College of Health,Bachelor's degree,Seeking Employment,,,,,,,
2023,Individualized,College of Arts & Sciences,Bachelor's degree,Seeking Employment,,,,,,,
2023,Mechanical Engineering,School of Engineering,Bachelor's degree,Seeking Employment,,,,,,,
2023,Entrepreneurship,Opus College of Business,Bachelor's degree,Seeking Employment,,,,,,,
2023,Neuroscience,College of Arts & Sciences,Bachelor's degree,Seeking Employment,,,,,,,
2023,History,College of Arts & Sciences,Bachelor's degree,Seeking Employment,,,,,,,
2023,Financial Management,Opus College of Business,Bachelor's degree,Seeking Employment,,,,,,,
2023,Financial Management,Opus College of Business,Bachelor's degree,Seeking Employment,,,,,,,
2023,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Seeking Employment,,,,,,,
2023,Catholic Studies,College of Arts & Sciences,Bachelor's degree,Volunteer Service,,United States,Minnesota,,,,
2023,Computer Engineering,School of Engineering,Bachelor's degree,Volunteer Service,,United States,Minnesota,,,,
2023,Art History,College of Arts & Sciences,Graduate level degree,Continuing Education,,United States,New York,Bard Graduate Center,Master's Degree,"Decorative Arts, Material Culture and Design History",
2023,Creative Writing & Publishing,College of Arts & Sciences,Graduate level degree,Employed full-time,,United States,Minnesota,,,,Assistant to the Chair
2023,Educational Studies,School of Education,Graduate level degree,Employed full-time,,United States,Wisconsin,,,,Teacher
2023,MS Business Analytics,Opus College of Business,Graduate level degree,Employed full-time,,United States,Minnesota,,,,Day Trader
2023,Creative Writing & Publishing,College of Arts & Sciences,Graduate level degree,Employed full-time,,United States,Minnesota,,,,
2023,MS Business Analytics,Opus College of Business,Graduate level degree,Employed full-time,,United States,Minnesota,,,,
2023,Catholic Studies,College of Arts & Sciences,Graduate level degree,Employed full-time,,United States,Wisconsin,,,,Video Editor
2023,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed full-time,,United States,Minnesota,,,,
2023,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed full-time,,United States,Minnesota,,,,
2023,MS Business Analytics,Opus College of Business,Graduate level degree,Employed full-time,,United States,Iowa,,,,
2023,Executive MBA,Opus College of Business,Graduate level degree,Employed full-time,,United States,Minnesota,,,,
2023,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed full-time,,United States,Minnesota,,,,Business Intelligence Analyst
2023,Catholic Studies,College of Arts & Sciences,Graduate level degree,Not Seeking,,,,,,,
2023,Data Science,School of Engineering,Graduate level degree,Seeking Continuing Education,,,,,,,
2023,Social Work Advanced Standing,College of Health,Graduate level degree,Seeking Employment,,,,,,,
2023,Electrical Engineering,School of Engineering,Graduate level degree,Seeking Employment,,,,,,,
2023,Software Engineering,School of Engineering,Graduate level degree,Seeking Employment,,,,,,,
2023,Autism Spectrum Disorders,School of Education,Graduate level degree,Seeking Employment,,,,,,,
2023,Creative Writing & Publishing,College of Arts & Sciences,Graduate level degree,Seeking Employment,,,,,,,
2023,Acad Behavioral Strategist,School of Education,Graduate level degree,Seeking Employment,,,,,,,
2023,Data Science,School of Engineering,Graduate level degree,Seeking Employment,,,,,,,
2023,Acad Behavioral Strategist,School of Education,Graduate level degree,Seeking Employment,,,,,,,
2023,Educational Leadership & Admin,School of Education,Graduate level degree,Seeking Employment,,,,,,,
2024,Chemistry,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,3M,United States,Minnesota,,,,Research chemist
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,3M,United States,Wisconsin,,,,Sr Operations Manager
2024,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,3M,United States,Minnesota,,,,Design Systems Engineer
2024,Digital Media Arts,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,3Play Media,,Minnesota,,,,
2024,Neuroscience,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Abbott Northwestern Hospital,,,,,,
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Adobe,United States,Minnesota,,,,Social & Creative Strategist
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Aeon,United States,Minnesota,,,,Executive Vice President of Operations
2024,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,AKF Group,United States,Minnesota,,,,Mechanical Engineer
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,ALCIVIA,United States,Wisconsin,,,,Inside Sales and Business Intelligence Specialist
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,"Algorithm, Inc.",,,,,,Consultant 
2024,Civil Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Alliant Engineering,United States,Minnesota,,,,Graduate Transportation Engineer 
2024,Nursing,College of Health,Graduate level degree,Employed Full-Time,Allina Health,United States,Minnesota,,,,Registered Nurse
2024,Nursing,College of Health,Graduate level degree,Employed Full-Time,Allina Health,United States,Minnesota,,,,RN
2024,Nursing,College of Health,Graduate level degree,Employed Full-Time,Allina Health,United States,Minnesota,,,,Registered Nurse
2024,Health Care MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Allina Health,United States,Minnesota,,,,Manager
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Altafid,,,,,,Business Analyst
2024,Leadership & Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Amazon,United States,Minnesota,,,,Area Manager
2024,International Business,Opus College of Business,Bachelor's degree,Employed Full-Time,American Airlines,United States,Minnesota,,,,Flight Attendant 
2024,Executive MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Ameriprise Financial,United States,Minnesota,,,,Vice President technology
2024,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,Ameriprise Financial,United States,Minnesota,,,,Leadership Development Program
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Ameriprise Financial,United States,Minnesota,,,,Advisor In training 
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Andersen Corp.,United States,Minnesota,,,,Finance Rotational Analyst
2024,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,Anoka Hennepin School District ,United States,Minnesota,,,,Special education teacher ABS 
2024,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,Anoka Hennepin School District ,United States,Minnesota,,,,Special Education Teacher
2024,Environmental Studies,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Avant Energy,United States,Minnesota,,,,Energy Program Specialist
2024,Human Resources Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Avtec,United States,Minnesota,,,,HR Generalist
2024,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,Baker Tilly,United States,Minnesota,,,,Tax associate 
2024,Computer Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Banner Engineering,United States,Minnesota,,,,Production Control Analyst
2024,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed Full-Time,BarnCo,United States,Minnesota,,,,Chief Enabler
2024,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,BDO,United States,Minnesota,,,,Audit Associate
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Part-Time,Beecroft Marketing and Event ms,United States,Minnesota,,,,Web Manager
2024,Strategic Comm: Ad and PR,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Bellmont Partners,United States,Minnesota,,,,Account Coordinator
2024,Liberal Arts,Dougherty Family College,Associate's degree,Employed Part-Time,Bill Zych,,Minnesota,,,,Assistant Student Librarian
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,BMS Group,United States,Minnesota,,,,Accounting and Claims Analyst
2024,Civil Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Bolton and Menk,United States,Minnesota,,,,Civil Engineer
2024,Civil Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Bolton-Menk,United States,Minnesota,,,,Transportation Graduate Engineer
2024,Electrical Engineering,School of Engineering,Graduate level degree,Employed Full-Time,Boston Scientific,United States,Minnesota,,,,Controls Engineer Supervisor
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Boston Scientific  ,United States,Minnesota,,,,Manufacturing Engineering Supervisor 
2024,Civil Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Braun Intertec,United States,Wisconsin,,,,Staff Engineer
2024,Environmental Sci (Geoscience),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Braun Intertec,United States,Minnesota,,,,Staff Scientist 
2024,Social Work,College of Health,Graduate level degree,Employed Full-Time,CARE Counseling,United States,Minnesota,,,,Pre-Independently Licensed Therapist
2024,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Seeking employment,,United States,Illinois ,,,,
2024,Biochemistry,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Central Internal Medicine Associates,United States,Minnesota,,,,Medical Assistant
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Chartwell Financial Advisory,United States,Minnesota,,,,Analyst
2024,Psychology,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Children's Minnesota,United States,Minnesota,,,,Mental Health Specialist
2024,Economics - Business,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,CHS,United States,Minnesota,,,,Finance associate 
2024,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,CHS Inc.,United States,Minnesota,,,,Supply Planning Analyst
2024,Civil Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,City of Cottage Grove,United States,Minnesota,,,,Graduate Engineer
2024,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,CLA,United States,Wisconsin,,,,Tax Associate
2024,Journalism,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Cleveland Browns,United States,Ohio,,,,Video and Content Creation Intern
2024,Software Engineering,School of Engineering,Graduate level degree,Employed Full-Time,Collins Aerospace,United States,Minnesota,,,,Embedded Software Engineer
2024,Computer Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Collins Aerospace,United States,Minnesota,,,,Software Engineer
2024,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,Community of Peace Academy,United States,Minnesota,,,,Middle School Special Education Teacher
2024,Mathematics (Applied Track),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Currie and Brown,United States,Minnesota,,,,Data Analysis
2024,Technology Management,School of Engineering,Graduate level degree,Employed Full-Time,Daikin Applied,United States,Minnesota,,,,Engineering Manager
2024,Human Resources Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Daikin Applied,United States,Wisconsin,,,,
2024,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,Daikin Applied,United States,Minnesota,,,,Supply Chain Analyst
2024,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Deloitte,United States,Minnesota,,,,Actuarial Analyst
2024,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,Deloitte,United States,Minnesota,,,,Audit Assistance
2024,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,Deloitte,United States,Minnesota,,,,Tax Consultant 
2024,Political Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Democratic Farmer Labor Party,United States,Minnesota,,,,
2024,Social Work,College of Health,Graduate level degree,Employed Full-Time,Dept. of Veteran Affairs,United States,North Dakota,,,,Social Worker
2024,Software Engineering,School of Engineering,Graduate level degree,Employed Full-Time,Det-tronics,United States,Minnesota,,,,Principal Firmware Engineer
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Direct Clicks Inc.,United States,Minnesota,,,,Social Media Marketing Specalist
2024,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,District 196,United States,Minnesota,,,,Special Education Teacher 
2024,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Donaldson Company,United States,Minnesota,,,,Operations Development Associate
2024,Social Work Advanced Standing,College of Health,Graduate level degree,Employed Full-Time,Eau Claire County Department of Human Services,United States,Wisconsin,,,,Social Worker
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Ecolab,United States,Minnesota,,,,Associate Financial Analyst II
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Ecolab,United States,Minnesota,,,,Financial Analyst
2024,Data Science,School of Engineering,Graduate level degree,Seeking employment,,Ghana,North Carolina,,,,
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Ecolab,United States,Minnesota,,,,Financial Analyst II
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Ecolab,United States,Minnesota,,,,Associate Financial Analyst
2024,Data Science,School of Engineering,Graduate level degree,Employed Full-Time,Ecolab,United States,Minnesota,,,,RD&E Data Scientist
2024,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,EcoShield,United States,Minnesota,,,,Sales Manager
2024,Biology (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Emergency Care Consultants,United States,Minnesota,,,,Scribe
2024,Executive MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Emerson,United States,Minnesota,,,,Strategic Price Manager
2024,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Emerson,United States,Minnesota,,,,Product Management Engineer
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Entrust,United States,Minnesota,,,,Product Management Specialist
2024,Computer Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Epic,United States,Wisconsin,,,,Technical Solutions Engineer
2024,Catholic Studies,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,EY,United States,Minnesota,,,,Staff Accountant (Central Tax)
2024,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,EY,United States,Minnesota,,,,Audit/Assurance Associate
2024,Civil Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,"EVS, Inc.",United States,Minnesota,,,,Civil Staff Engineer
2024,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,EY,United States,Minnesota,,,,Tax Accountant
2024,Nursing,College of Health,Graduate level degree,Employed Full-Time,Fairview,United States,Minnesota,,,,ED Nurse
2024,Nursing,College of Health,Graduate level degree,Employed Full-Time,Fairview,United States,Minnesota,,,,RN
2024,Nursing,College of Health,Graduate level degree,Employed Full-Time,Fairview,United States,Minnesota,,,,RN
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Fidelity Investments ,United States,Minnesota,,,,Investment Consultant
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Part-Time,Flare Advertising,United States,Minnesota,,,,Marketing Associate
2024,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,ForeTees LLC,United States,Minnesota,,,,Junior Software Developer
2024,Psychology,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Fraser,United States,Minnesota,,,,Behavioral Technician
2024,Real Estate Studies,Opus College of Business,Bachelor's degree,Employed Full-Time,Gateway Bank,United States,Minnesota,,,,Intern
2024,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,Grant Thornton,United States,Minnesota,,,,Tax Associate
2024,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Great River Automation,United States,Minnesota,,,,Field Engineer
2024,Electrical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Great River Energy,United States,Minnesota,,,,Substation Engineer
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Greenheck Group,United States,Minnesota,,,,Regional Sales Manager
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,GTN,United States,Minnesota,,,,Marketing Coordinator
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Haf Equipment,United States,Minnesota,,,,Aftermarket Sales Representative
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Heartland Advisors Inc.,United States,Minnesota,,,,Research Analyst
2024,Social Work,College of Health,Graduate level degree,Employed Full-Time,Hennepin County ,United States,Minnesota,,,,Child protection 
2024,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,Hiawatha Valley Education District,United States,Iowa,,,,Special Education Teacher
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Holmes Murphy,United States,Colorado,,,,Client Service Consultant
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Honeywell,United States,Minnesota,,,,Project Engineer
2024,Neuroscience,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Hospital Pathology Associates,United States,Minnesota,,,,Pathology Aide
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Houlihan Lokey,United States,Minnesota,,,,Financial Analyst
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Hunt Electric Corporation,United States,Minnesota,,,,Regional Vice President
2024,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed Full-Time,IBM,,,,,,
2024,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Infinite Campus,United States,Minnesota,,,,Technical Services Developer
2024,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Innovize,United States,Minnesota,,,,Automation Engineer
2024,Civil Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Isthmus Engineering,United States,Minnesota,,,,Design engineer
2024,MS Business Analytics,Opus College of Business,Graduate level degree,Employed Full-Time,Jamf,United States,Minnesota,,,,Services Operations Manager
2024,Leadership & Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Jenny Gezella,United States,Minnesota,,,,Operations Manager 
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Johnson Brothers,United States,Minnesota,,,,Sales Consultant 
2021,Leadership & Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,Bank of America,,North Carolina,,,,Relationship Banker
2024,Health Care MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Kornferry,United States,Minnesota,,,,Associate Resource Manager
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Kraus Anderson Construction,United States,Minnesota,,,,MEP Systems Manager
2024,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,LB Carlson,United States,Wisconsin,,,,Staff Accountant
2024,Exercise Science,College of Health,Bachelor's degree,Employed Full-Time,Life Time,United States,Minnesota,,,,Personal Trainer
2024,Social Work,College of Health,Graduate level degree,Employed Full-Time,Lighthouse Psychological Services,United States,Minnesota,,,,Mental Health Practitioner 
2024,Music - Business,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Live Nation Entertainment - Concerts Division,United States,Tennessee ,,,,Regional Marketing Coordinator - Southeast
2024,Leadership & Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Lockton,United States,Minnesota,,,,Associate Account Manager
2024,Law & Compliance,Opus College of Business,Bachelor's degree,Employed Full-Time,Lockton,United States,Minnesota,,,,Associate Account Manager
2024,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,Lockton,United States,Minnesota,,,,Associate account manager
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Lockton ,,,,,,Associate Account Manager 
2024,Legal Studies,Opus College of Business,Graduate level degree,Employed Full-Time,Longevity Holdings Inc.,United States,Minnesota,,,,Associate Corporate Counsel
2024,Data Science,School of Engineering,Graduate level degree,Employed Full-Time,Los Almamos National Laboratory,United States,Minnesota,,,,System Analyst
2024,Biology (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Matt Guttman,United States,Minnesota,,,,Legal Assistant
2024,Elementary Education (K-6),School of Education,Bachelor's degree,Employed Full-Time,Maxfield Elementary ,United States,Minnesota,,,,Teacher 
2024,Social Work,College of Health,Graduate level degree,Employed Full-Time,Mayo Clinic,United States,Minnesota,,,,Social Worker
2024,Financial Management,Opus College of Business,Associate's degree,Employed Full-Time,Medtronic,United States,Minnesota,,,,Financial analyst
2024,Health Care MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Medtronic ,United States,Minnesota,,,,Senior Quality Engineer 
2024,Civil Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Michael Baker International,United States,Wisconsin,,,,Highway Designer
2024,Electrical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Michaud Cooley Erickson,United States,Minnesota,,,,Electrical Designer
2024,Electrical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Michaud Cooley Erickson,United States,Minnesota,,,,Electrical Designer/EIT 
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Microsoft,United States,Texas,,,,Senior Product Engineer
2024,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Midwest Veterinary Supply,United States,Minnesota,,,,Full Stack Developer
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Millboard ,,,,,,
2024,Elementary Education (K-6),School of Education,Bachelor's degree,Employed Full-Time,Minneapolis Public Schools,United States,Minnesota,,,,5th Grade Teacher
2024,Social Work Advanced Standing,College of Health,Graduate level degree,Employed Full-Time,Minnesota Department of Human Services,United States,Minnesota,,,,Clinical Program Therapist
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Part-Time,Minnesota Lynx,United States,Minnesota,,,,Sales and Service Associate 
2024,Strategic Comm: Ad and PR,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Minnesota Timberwolves ,United States,Minnesota,,,,Business Development Account Executive 
2024,Human Resources Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Minnesota Twins,United States,Minnesota,,,,HR Intern
2024,Leadership & Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Minnesota Vikings,United States,Wisconsin,,,,Ticket Sales & Services Associate
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Part-Time,MM PRTNRS.,United States,Minnesota,,,,US Commercial Partnerships Representative
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,MN Twins,United States,Minnesota,,,,Special Events and Events Intern 
2024,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,Morgan Stanley,United States,Minnesota,,,,Service Associate
2024,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,MPS,United States,Minnesota,,,,Teacher
2024,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,National Grid,United States,Minnesota,,,,Information Technology Intern
2024,Environmental Sci (Geoscience),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,NEON by Battelle,United States,california,,,,Lead Field Technician
2024,Counseling Psychology,School of Prof Psychology,Graduate level degree,Employed Full-Time,New Beginnigs Emotional wellness And Holistic Therapies ,United States,Minnesota,,,,Therapiest 
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,NorthRock Partners,United States,Minnesota,,,,"Associate, Operations"
2024,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Northwestern Mutual,United States,Wisconsin,,,,Actuarial Specialist
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Northwestern Mutual ,United States,Minnesota,,,,Associate Financial Representative 
2024,Biology,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Nura PA Pain Clinic,United States,Minnesota,,,,Medical Scribe
2024,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,nVent,United States,Minnesota,,,,Marketing Product Manager
2024,Counseling Psychology,School of Prof Psychology,Graduate level degree,Employed Full-Time,Nystrom & Associates ,United States,Minnesota,,,,Outpatient Therapist 
2024,Social Work Advanced Standing,College of Health,Graduate level degree,Employed Full-Time,Nystrom & Associates ,United States,Minnesota,,,,Therapist
2024,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Optum,United States,Minnesota,,,,Associate Software Engineer
2024,Data Analytics,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Optum,United States,Minnesota,,,,Data Analyst
2024,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Ovative Group,United States,Minnesota,,,,Analyst 
2024,Social Work Advanced Standing,College of Health,Graduate level degree,Employed Full-Time,Park Nicollet,United States,Minnesota,,,,Hospital Care Manager
2024,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,Parker Hannifin,United States,Wisconsin,,,,Supply Chain Leadership Development Associate 
2024,Leadership & Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Paul Jonley,United States,Wisconsin,,,,Customer Care Manager
2024,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Pearson VUE,United States,Minnesota,,,,Software Development Intern
2024,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Peli Biothermal,United States,Minnesota,,,,Manufacturing Engineer
2024,International Business,Opus College of Business,Bachelor's degree,Employed Full-Time,PepsiCo,United States,Minnesota,,,,Sales Management Associate
2024,Exercise Science,College of Health,Bachelor's degree,Employed Full-Time,Personify Health,United States,Minnesota,,,,Client Delivery Specialist
2024,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,Pioneer Management Consulting,United States,Minnesota,,,,Associate Consultant
2024,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,PMA ,United States,Minnesota,,,,Institutional Investment Specialist
