Graduation Date,Program Name/Major,Academic Division/School,Degree Level,Outcome Type,Employing Organization,Position Location - Country,Position Location - State,Name of Institution,Degree to be earned,Program/Field of Study,Job Title
2022,COJO Journalism,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Lunds & Byerlys,,Minnesota,,,,Communications Specialist
2022,Civil Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Machin Engineering,,Minnesota,,,,Project Engineer
2022,Family Studies,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Maternity of Mary Church,,Minnesota,,,,Office Manager
2022,Mathematics (Applied Track),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Mathnasium,,Minnesota,,,,Instructor
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,LoweÃ¢â‚¬â„¢s Inc.,,Minnesota,,,,Head of Performance and Insights
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Cargill,,Minnesota,,,,Sr. Audit Consultant
2022,Psychology,College of Arts & Sciences,Bachelor's degree,Enrolled in a program for continuing education,,,Illinois,Illinois School of Professional Psychology at National Lewis University,Doctorate Degree,Clinical Psy.D,
2022,Philosophy,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,McCardel Restoration,,Michigan,,,,Restoration Specialist
2022,Electrical Engineering,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Medtronic,,Colorado,,,,Electrical Engineer I
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Medtronic,,Minnesota,,,,Mechanical Design Engineer
2022,Economics - Business,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Medtronic,,Minnesota,,,,Advanced Analytics Analyst
2022,Financial Management,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Medtronic,,Wisconsin,,,,Finance
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Houlihan Lokey,,Minnesota,,,,Analyst
2022,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,MGK,,Minnesota,,,,Data Analyst
2022,Financial Management,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Miller Milling Company,,Minnesota,,,,Financial Analyst
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Milwaukee Tool,,Wisconsin,,,,Design Engineer 1
2022,Elementary Education (K-6),School of Education,Bachelor's degree,Employed Full-Time,Minneapolis Public Schools,,Minnesota,,,,Reserve Teacher
2022,Catholic Studies,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Minnesota Catholic Conference,,Minnesota,,,,Executive Assistant
2022,Criminal Justice,College of Arts & Sciences,Bachelor's degree,Employed Part-Time,Minnesota Department of Corrections,,Minnesota,,,,Student Worker- Victim Services Unit
2022,Sociology,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Minnesota Judicial Branch,,Minnesota,,,,Court Operations Associate
2022,Criminal Justice,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Minnesota Judicial Branch,,Minnesota,,,,Court Operations Associate
2022,Political Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Minnesota Judicial Branch,,Minnesota,,,,Court Operations Associate
2022,Bus Admin - Communication,Opus College of Business,Bachelor's degree,Employed Full-Time,Minnesota Twins,,Minnesota,,,,"Account Manager, Partnership Activation"
2022,Educational Studies,School of Education,Graduate level degree,Employed Full-Time,Community of Peace Academy,,Minnesota,,,,High School English Teacher
2022,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,Minnesota Vikings,,Minnesota,,,,Revenue Associate
2022,Catholic Studies,College of Arts & Sciences,Bachelor's degree,Military Service,MN Army National Guard,,Minnesota,,,,42R- Army bandsman
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,MN Health Insurance Network,,Minnesota,,,,Sales exec & marketing specialist
2022,Biology of Global Health,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,MN urology,,Minnesota,,,,Assistant clinical research coordinator
2022,Neuroscience,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,MNGI Digestive Health,,Minnesota,,,,Clinical Research Coordinator
2022,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Part-Time,MOHC,,Minnesota,,,,Contractor
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Cherry Tree,,Minnesota,,,,Investment Banking Analyst
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,
2022,Electrical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Mortenson,,Minnesota,,,,Engineer I
2022,Psychology,College of Arts & Sciences,Bachelor's degree,Employed Part-Time,Mound Westonka High School,,Minnesota,,,,Swim coach/Paraprofessional
2022,MS Business Analytics,Opus College of Business,Graduate level degree,Employed Full-Time,UnitedHealth Group,,Minnesota,,,,Advisory Services Analyst
2022,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed Full-Time,Mystic Lake Casino Hotel,,Minnesota,,,,Marketing Representative
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Best Buy,,Minnesota,,,,Financial Analyst
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Carl Zeiss,,Minnesota,,,,Financial Analyst
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Nextern,,Minnesota,,,,Design Assurance Engineer
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,3M,,Minnesota,,,,Global eCommerce & eMarketing Supervisor
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Nextern Innovation,,Minnesota,,,,Design Assurance Engineer
2022,Human Resources Management,Opus College of Business,Bachelor's degree,Employed Full-Time,NFP,,Minnesota,,,,Account Coodinator
2022,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,NISC (National Information Solutions Cooperative),,Minnesota,,,,Software Developer
2022,Elementary Education (K-6),School of Education,Bachelor's degree,Employed Full-Time,No help,,Minnesota,,,,kindergarten teacher
2022,Liberal Arts,Dougherty Family College,Associate's degree,Continuing Education,,,Minnesota,,,,
2022,Liberal Arts,Dougherty Family College,Bachelor's degree,Employed Part-Time,Nordstrom,,Minnesota,,,,Fulfillment
2022,Neuroscience,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Northern technologies international corporation,,Minnesota,,,,Quality control chemist
2022,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,NorthPoint Logistics,,Minnesota,,,,Associate Account Manager
2022,Computer Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Northrop Grumman,,Wisconsin,,,,Software Engineer
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Northrup Grumman,,Minnesota,,,,Design Engineer
2022,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed Part-Time,Optum,,Minnesota,,,,TDP Associate
2022,MS Business Analytics,Opus College of Business,Graduate level degree,Employed Full-Time,AWS,,California,,,,Business Analyst
2022,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Optum,,Minnesota,,,,Technology Development Program Associate
2022,Org. Ethics & Compliance,School of Law,Graduate level degree,Employed Full-Time,Judiciary of Guam,,Do not live in the United States,,,,"Director of Policy, Planning, and Community Relations"
2022,U.S. Law,School of Law,Graduate level degree,Seeking employment,,,Minnesota,,,,
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Optum,,Minnesota,,,,Advisory Services Analyst in the Consulting Development Program
2022,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Oracle,,California,,,,Software engineering
2022,Computer Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,OSI,,Minnesota,,,,Project Engineer
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,PAR Systems,,Minnesota,,,,Mechanical engineer
2022,Biology,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Park Nicollet,,Minnesota,,,,Ambulatory Surgery Aide
2022,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,Patterson Companies,,Minnesota,,,,Supply Chain Analyst
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Best Buy,,Minnesota,,,,Financial Recovery Analyst
2022,MS Business Analytics,Opus College of Business,Graduate level degree,Employed Full-Time,Data Recognition Corp,,Minnesota,,,,sr programmer analyst
2022,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Pearson VUE,,Minnesota,,,,Associate  Software Developer
2022,Social Work,College of Health,Bachelor's degree,Employed Part-Time,Pinnacle Services,,Minnesota,,,,Case manager
2022,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,Piper Sandler,,Minnesota,,,,Client Service Associate
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Placon,,Alaska,,,,Process Engineer
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Clifton Larson Allen,,Minnesota,,,,Associate Federal Tax Stategies
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Craig-Hallum,,,,,,Research Analyst
2022,Social Work,College of Health,Bachelor's degree,Employed Full-Time,PrairieCare,,Minnesota,,,,Social Worker
2022,Strategic Comm: Ad and PR,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Precision Reach,,Wisconsin,,,,Digital Advertising Operations Specialist
2022,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,Price waterhouse coopers,,Minnesota,,,,Auditer
2022,Educ Leadership & Learning,School of Education,Graduate level degree,Employed Full-Time,Brooklyn Center Community Schools,,Minnesota,,,,Assistant Principal
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Pro Links Sports,,Wisconsin,,,,Volunteer Corrdinator
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Innovest Portfolio Solutions,,Colorado,,,,Analyst assistant
2022,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,South Washington County School,,Minnesota,,,,Special Education DCD CBP Teacher
2022,Digital Media Arts,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,R.F. Moeller Jeweler,,Minnesota,,,,Marketing Coordinator
2022,Public Health,College of Health,Bachelor's degree,Employed Full-Time,RADIAS Health,,Minnesota,,,,Mental Health Counselor
2022,Liberal Arts,Dougherty Family College,Bachelor's degree,Employed Full-Time,Raising Canes,,Minnesota,,,,Bird Specialist
2022,Philosophy,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Ramsey County criminal division,,Minnesota,,,,Court operation associate
2022,Environmental Sci (Biology),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Ramsey Washington Metro Watershed District,,Minnesota,,,,Intern
2022,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,rayus radiology,,Minnesota,,,,Accountant
2022,Psychology,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,RBA consulting,,Minnesota,,,,IT Recruiter
2022,Data Science,Grad Prog in Software Eng,Graduate level degree,Seeking employment,,,Minnesota,,,,
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Part-Time,Karen Morris Millinery,,Minnesota,,,,managing assistant
2022,Real Estate Studies,Opus College of Business,Bachelor's degree,Employed Full-Time,RBC Wealth Management,,Minnesota,,,,Client Associate
2022,Psychology,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,residential transitions,,Minnesota,,,,mental health worker
2022,Leadership,School of Education,Graduate level degree,Employed Full-Time,Citi,,South Dakota,,,,Director Cards Customer Experience
2022,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,Revolution Shirt Works,,Minnesota,,,,Sales Rep & Marketing
2022,Biology (BS),College of Arts & Sciences,Bachelor's degree,Employed Part-Time,Ridgeview,,Minnesota,,,,Emergency Department Technician
2022,Software Engineering,Grad Prog in Software Eng,Graduate level degree,Employed Full-Time,VMware,,Minnesota,,,,Senior Member of Technical Staff
2022,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,River City Eatery,,Minnesota,,,,Marketing director
2022,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,Robinson Fresh,,,,,,Account Manager
2022,Leadership In Student Affairs,School of Education,Graduate level degree,Employed Full-Time,Saint Paul College,,Minnesota,,,,Multicultural Programs Coordinator
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Rosenbauer America,,Minnesota,,,,Mechanical Enginineer
2022,Accounting,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,RSM Accounting,,Minnesota,,,,Audit Associate
2022,Accounting,Opus College of Business,Bachelor's degree,Employed Full-Time,RSM US,,Minnesota,,,,Tax Associate
2022,Human Resources Management,Opus College of Business,Bachelor's degree,Employed Full-Time,RSM US LLM,,Minnesota,,,,Risk and Compliance Coordinator
2022,Electrical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Safran Test Cells,,Minnesota,,,,Electrical Engineer 1
2022,Health Care MBA,Opus College of Business,Graduate level degree,Employed Full-Time,NBR,,Florida,,,,Radiologist
2022,Entrepreneurship,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Saint Paul's Outreach,,Minnesota,,,,Mission Partner Development Assistant and Office Coordinator
2022,Civil Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Sambatek Inc.,,Minnesota,,,,Project Engineer
2022,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,SAP,,Minnesota,,,,SDR
2022,Liberal Arts,Dougherty Family College,Associate's degree,Continuing Education,Reve Academy,,Minnesota,,,,Intern
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Sazerac Company,,Minnesota,,,,Market Development Representative
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Scanlan International,,Minnesota,,,,R&D Engineer
2022,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed Full-Time,Scannell Properties,,Minnesota,,,,Development Associate
2022,Executive MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Ritalka,,Minnesota,,,,Director of Project Management
2022,Social Work,College of Health,Graduate level degree,Employed Full-Time,515 Therapy,,Iowa,,,,Psychotherapist
2022,Social Work,College of Health,Graduate level degree,Employed Full-Time,Abbott Northwestern Hospital,,Minnesota,,,,Inpatient Mental Health Social Worker
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Hearth and Home Technologies,,Minnesota,,,,Production Supervisor
2022,Human Resources Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Seagate Technology,,Minnesota,,,,Human Resource Generalist
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Seagate Technology,,Minnesota,,,,Manufacturing Engineer
2022,Civil Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,SEH,,Minnesota,,,,Water resources graduate engineer
2022,Social Work,College of Health,Graduate level degree,Employed Full-Time,Allina,,Minnesota,,,,Lic therapist
2022,Catholic Studies,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Seton Teaching Fellows,,Michigan,,,,Seton Teaching Fellow
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Sexwolrd,,Minnesota,,,,Marketing Operations
2022,Real Estate Studies,Opus College of Business,Bachelor's degree,Employed Full-Time,Shenehon Company,,Minnesota,,,,Real estate evaluation analyst
2022,Risk Management and Insurance,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Shumaker & Sieffert,,Minnesota,,,,Senior Legal Assistant
2022,Psychology,College of Arts & Sciences,Bachelor's degree,Employed Part-Time,South Lake Chiropractic,,Minnesota,,,,Chiropractic Assistant
2022,Leadership & Management,Opus College of Business,Bachelor's degree,Employed Full-Time,SPS Commerce,,Minnesota,,,,Account Executive
2022,Law & Compliance,Opus College of Business,Bachelor's degree,Employed Full-Time,SPS Commerce,,Minnesota,,,,Consultant
2022,Criminal Justice,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,SPS Commerce,,Minnesota,,,,Associate Consultant 1
2022,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,SPS Commerce,,Minnesota,,,,Associate Account Executive
2022,Human Resources Management,Opus College of Business,Bachelor's degree,Employed Full-Time,St. Thomas,,Minnesota,,,,Orientation Intern
2022,Liberal Arts,Dougherty Family College,Bachelor's degree,Employed Part-Time,St. Thomas,,Minnesota,,,,Student Writer (Newsroom)
2022,Real Estate Studies,Opus College of Business,Bachelor's degree,Employed Full-Time,Steven Scott Property Management,,Minnesota,,,,Assistant Property Manager
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Stryker,,Minnesota,,,,Sales Operations Analyst
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Sunbelt Business Advisors,,Minnesota,,,,Business development executive
2022,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,Agamim Classical Academy,,Minnesota,,,,Special Education Teacher
2022,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,Supply Chain Solutions,,Minnesota,,,,Data Analytics Administrative Specialist
2022,Environmental Studies,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Tare Market LLC,,Minnesota,,,,Assistant Store Manager
2022,Liberal Arts,Dougherty Family College,Bachelor's degree,Employed Full-Time,Target,,Minnesota,,,,Food and Beverage Specialist
2022,Operations Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Target,,Minnesota,,,,Inventory analyst
2022,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,Target Corp,,Minnesota,,,,Inventory Analyst
2022,Operations Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Target Corp.,,Minnesota,,,,Inventory Analyst
2022,MS Business Analytics,Opus College of Business,Graduate level degree,Employed Full-Time,Abbott Laboratories,,Minnesota,,,,Inventory analyst
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Taylor Corporation,,Minnesota,,,,Marketing Specialist I
2022,Biochemistry,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,TCO,,Minnesota,,,,Medical scribe
2022,Biochemistry,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,TCO,,Minnesota,,,,Medical Scribe
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,Tecweigh,,Minnesota,,,,Mechanical Engineer
2022,Music Education,College of Arts & Sciences,Graduate level degree,Employed Full-Time,District 196,,Minnesota,,,,Teacher
2022,Biology of Global Health,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Teleflex,,Minnesota,,,,Microbiologist
2022,Accounting,Opus College of Business,Bachelor's degree,Employed Part-Time,Temple Israel,,Minnesota,,,,Receptionist
2022,MS Business Analytics,Opus College of Business,Graduate level degree,Employed Full-Time,Boston Scientific Corp,,Minnesota,,,,Manager I
2022,Environmental Sci (Geoscience),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Tetra tech,,Minnesota,,,,Environmental scientist
2022,Political Science,College of Arts & Sciences,Bachelor's degree,Employed Part-Time,The City of Falcon Heights,,Minnesota,,,,Administrative Intern
2022,Computer Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,The Toro Company,,Colorado,,,,Automation Engineer
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Nuvera,,Minnesota,,,,Senior Director of Field Services
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Merchants Capital,,Minnesota,,,,Asset Management Analyst
2022,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Thrivent,,Minnesota,,,,Actuarial Analyst
2022,Civil Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,TKDA,,Minnesota,,,,Graduate Aviation Engineer
2022,Civil Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,TKDA,,Minnesota,,,,Graduate Engineer
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,The Toro Company,,Minnesota,,,,"Manager II, International Financial Planning and Analysis"
2022,U.S. Law,School of Law,Graduate level degree,Seeking employment,,,Minnesota,,,,
2022,Exercise Science,College of Health,Bachelor's degree,Employed Part-Time,"Training HAUS, East Ridge High School, Kilo Strength and Performance",,Minnesota,,,,Sports Performance Technician
2022,Economics - Business,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Transamerica,,Minnesota,,,,Strategic Business Operations Analyst
2022,Digital Media Arts,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Trend Social,,Texas,,,,Brand Coordinator
2022,Health Care MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Fairview Health Serivces,,Minnesota,,,,Vice President Hospital Operations
2022,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Turnberry Solutions,,Minnesota,,,,Associate Software Engineer II
2022,Health Promotion & Wellness,College of Health,Bachelor's degree,Employed Full-Time,Twin Cities Orthopedics,,Minnesota,,,,Physical Therapy Technician
2022,Operations Management,Opus College of Business,Bachelor's degree,Employed Full-Time,U.S. Bancorp,,Minnesota,,,,Business Operations Analyst
2022,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,U.S. bank,,Minnesota,,,,Application developer
2022,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed Full-Time,U.S. Bank,,Minnesota,,,,Human Resource employee service representative
2022,Leadership & Management,Opus College of Business,Bachelor's degree,Employed Full-Time,U.S. Bank,,Minnesota,,,,Project Manager
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,U.S. Bank,,Minnesota,,,,Project Manager
2022,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,U.S. BANK,,Minnesota,,,,Staff Auditor
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,,,Minnesota,,,,Accountant
2022,Social Work,College of Health,Graduate level degree,Employed Full-Time,Allina Health,,Minnesota,,,,Inpatient adolescent mental health social worker
2022,Biochemistry,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Udell Dental Lab,,Minnesota,,,,Lab Technician
2022,Leadership & Management,Opus College of Business,Bachelor's degree,Employed Full-Time,United Health Care,,Wisconsin,,,,Sales Development Represenative
2022,Health Promotion & Wellness,College of Health,Bachelor's degree,Employed Full-Time,United Health Group,,Minnesota,,,,Sales Agent
2022,Psychology,College of Arts & Sciences,Bachelor's degree,Military Service,United Stares Army,,Minnesota,,,,2LT
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Military Service,United States Air Force,,Minnesota,,,,Developmental Engineer
2022,Chemistry,College of Arts & Sciences,Bachelor's degree,Military Service,United States Space Force,,California,,,,Program Manager
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Wells Fargo,,Minnesota,,,,Banking coordinator
2022,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,UnitedHealth Group,,Minnesota,,,,Sourcing and Procurement Analyst
2022,U.S. Law,School of Law,Graduate level degree,Seeking employment,,,Minnesota,,,,
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,UnitedHealth group,,Minnesota,,,,Financial analyst
2022,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,Anoka Hennepin School District,,Minnesota,,,,Special Education Teacher
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Polaris,,Minnesota,,,,Finance development program - associate (international finance)
2022,Data Analytics,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,UnitedHealthcare,,Minnesota,,,,Sr. Healthcare Economic Analyst
2022,Bus Admin - Communication,Opus College of Business,Bachelor's degree,Employed Full-Time,UnitedHealthcare,,Minnesota,,,,Marketing Operations Specialist
2022,Neuroscience,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,University of Minnesota,,Minnesota,,,,Researcher II
2022,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed Full-Time,TSI,,Minnesota,,,,Senior Software Engineer
2022,Biochemistry,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,University of Minnesota Physicians,,Minnesota,,,,Clinic support staff
2022,Neuroscience,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,University of MN,,Minnesota,,,,Laboratory Technician
2022,Environmental Sci (Geoscience),College of Arts & Sciences,Bachelor's degree,Employed Part-Time,University of Saint Thomas,,Minnesota,,,,Student researcher
2022,Teacher Preparation-Secondary,School of Education,Graduate level degree,Employed Full-Time,Shattuck -St. Mary's,,Minnesota,,,,Biology Teacher
2022,COJO Interpersonal Comm,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,University of Wisconsin - River Falls,,Wisconsin,,,,Application Review Specialist
2022,Data Analytics,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Urban Scholars,,Minnesota,,,,Urban Scholar
2022,Financial Management,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,USI,,Minnesota,,,,Benefits Analyst
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,"MarketBound, Inc.",,Minnesota,,,,Controller
2022,Catholic Studies,College of Arts & Sciences,Graduate level degree,Not seeking employment or education at this time,,,Minnesota,,,,
2022,Economics,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,USI Insurance Services,,Minnesota,,,,Associate Employee Benefits Analyst
2022,Teacher Preparation - K-12,School of Education,Graduate level degree,Employed Full-Time,Osseo Area Schools,,Minnesota,,,,Teacher
2022,English - Creative Writing,College of Arts & Sciences,Bachelor's degree,Employed Part-Time,UST Multimedia Studio,,Minnesota,,,,Studio Technician
2022,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed Full-Time,VA Tasks LLC,,Montana,,,,Founder
2022,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed Full-Time,VAA LLC,,Minnesota,,,,Process Engineer
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Virtual Radiologic,,Minnesota,,,,Marketing Intern
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Vujovich Design,,Minnesota,,,,Marketing Coordinator
2022,MBA,Opus College of Business,Graduate level degree,Employed Full-Time,Thomson Reuters,,Minnesota,,,,Finance Maanger
2022,Philosophy,College of Arts & Sciences,Bachelor's degree,Employed Part-Time,W.A. Frost and Co.,,Minnesota,,,,Line Cook
2022,Law & Compliance,Opus College of Business,Bachelor's degree,Employed Full-Time,WarnersÃ¢â‚¬â„¢ Stellian,,Minnesota,,,,Talent Acquisition Specialist
2022,Biology,College of Arts & Sciences,Bachelor's degree,Employed Part-Time,Wells Fargo,,Minnesota,,,,Bank Teller
2022,Leadership In Student Affairs,School of Education,Graduate level degree,Seeking employment,,,Minnesota,,,,
2022,Acad Behavioral Strategist,School of Education,Graduate level degree,Employed Full-Time,Anoka Hennepin Schools,,Minnesota,,,,Special Education Teacher
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Quarry Hill Advisors,,Minnesota,,,,Financial Planning Analyst
2022,Financial Management,Opus College of Business,Bachelor's degree,Employed Full-Time,RBC Wealth Management,,Minnesota,,,,Field and Client Services
2022,Social Work,College of Health,Graduate level degree,Employed Full-Time,Canvas Health,,Minnesota,,,,School based mental health therapist
2022,Marketing Management,Opus College of Business,Bachelor's degree,Employed Full-Time,Wesco,,Minnesota,,,,Program Manager
2022,International Business,Opus College of Business,Bachelor's degree,Employed Full-Time,West Bend Mutual Insurance,,Wisconsin,,,,Commercial Lines Associate Underwriter
2022,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed Full-Time,West Monroe Partners,,California,,,,Mergers and Acquisitions Consultant
2022,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Western National Insurance,,Minnesota,,,,Database Developer
2022,Statistics,College of Arts & Sciences,Bachelor's degree,Employed Full-Time,Willis Towers Watson,,Minnesota,,,,Pensions Outsourcing Analyst
